customer_id,age,gender,marital_status,education_level,annual_income,loan_amount,credit_score,employment_years,employment_type,loan_purpose,home_ownership,debt_to_income_ratio,existing_loans,loan_term_months,interest_rate,loan_status,application_date
416780914,70,Male,Married,PhD,22301.85,412693.47,452,16,Self-employed,Home,Rent,0.408,3,24,7.89,Rejected,2018-12-09
528389281,49,Female,Married,Bachelor,36484.46,427067.71,742,32,Full-time,Personal,Rent,0.012,3,24,2.94,Approved,2020-07-24
908371681,68,Female,Married,Master,14499.76,39558.63,760,18,Full-time,Personal,Rent,0.251,0,48,16.15,Approved,2015-04-06
789378941,31,Male,Widowed,High School,51911.03,341694.0,637,15,Unemployed,Home,Mortgage,0.643,0,360,22.69,Approved,2024-01-25
731440695,65,Female,Single,Diploma,13601.55,67603.12,644,36,Full-time,Home,Mortgage,0.423,2,240,4.41,Approved,2023-01-21
832132816,43,Male,Single,High School,16667.97,8343.74,745,38,Full-time,Car,Own,0.212,2,240,7.9,Approved,2017-02-03
418444118,65,Female,Single,Bachelor,112338.26,353484.32,800,14,Full-time,Medical,Own,0.599,2,12,8.82,Approved,2022-06-28
578841108,61,Male,Married,Bachelor,54622.87,369874.01,526,7,Part-time,Home,Own,0.475,0,180,10.05,Rejected,2017-10-19
738611015,73,Female,Single,PhD,46723.94,420820.16,703,35,Part-time,Education,Own,0.04,0,60,3.35,Approved,2019-06-01
186973225,56,Male,Single,High School,55721.7,157455.05,730,15,Full-time,Home,Mortgage,0.041,2,240,19.09,Approved,2015-01-18
164363971,55,Male,Married,High School,52709.7,10204.08,720,7,Full-time,Home,Own,0.06,0,60,10.0,Rejected,2024-07-12
678818714,61,Male,Single,PhD,114044.61,115553.13,780,4,Part-time,Car,Mortgage,0.757,2,360,24.57,Approved,2024-06-14
463890892,24,Male,Married,Master,39448.83,483501.46,583,8,Full-time,Car,Rent,0.493,2,180,23.2,Approved,2020-05-14
722806250,66,Male,Married,Master,12725.02,186112.43,782,31,Self-employed,Home,Rent,0.53,2,240,6.32,Approved,2023-10-22
883023391,57,Male,Married,Diploma,45271.45,265063.41,743,5,Part-time,Education,Mortgage,0.017,1,12,10.11,Rejected,2015-03-28
301313763,34,Female,Widowed,Bachelor,13190.91,105686.75,595,7,Self-employed,Car,Own,0.436,0,360,16.1,Rejected,2024-07-01
127709560,34,Female,Married,High School,35627.5,156698.68,671,19,Full-time,Home,Mortgage,0.17,1,12,24.09,Rejected,2020-08-02
256182542,38,Male,Married,Bachelor,68145.8,284741.93,564,31,Unemployed,Home,Own,0.8,2,60,19.22,Approved,2024-12-22
817526482,30,Female,Married,Bachelor,15151.22,376700.19,715,31,Part-time,Personal,Own,0.461,2,120,20.29,Approved,2023-12-27
611054422,51,Male,Single,High School,41471.45,166475.93,632,19,Full-time,Home,Own,0.737,1,240,9.4,Approved,2015-02-14
174078341,57,Male,Divorced,Master,38062.93,290269.75,518,29,Full-time,Personal,Mortgage,0.064,0,360,21.69,Rejected,2015-08-08
760018307,54,Male,Married,PhD,22427.51,385195.22,703,4,Part-time,Personal,Own,0.294,3,60,10.58,Approved,2022-02-26
723352462,22,Male,Married,Bachelor,9928.92,383712.36,741,19,Unemployed,Home,Mortgage,0.47,2,12,16.55,Rejected,2024-10-08
418670506,68,Male,Divorced,High School,21302.77,92973.07,844,34,Unemployed,Home,Mortgage,0.36,2,36,9.41,Approved,2019-02-24
980633584,71,Male,Widowed,Bachelor,72910.14,181044.14,540,12,Full-time,Personal,Own,0.555,0,120,17.61,Approved,2017-06-02
473213909,64,Female,Single,Bachelor,61833.17,111038.51,682,4,Part-time,Home,Mortgage,0.013,1,12,7.95,Approved,2016-03-02
957517053,74,Male,Divorced,Bachelor,85113.65,259831.48,846,8,Self-employed,Home,Own,0.11,1,60,5.37,Approved,2016-11-23
411380025,54,Male,Married,Bachelor,81503.51,465401.94,774,20,Full-time,Home,Own,0.359,1,36,12.31,Approved,2015-04-24
604482457,58,Female,Single,Bachelor,57773.77,418887.29,612,22,Unemployed,Education,Mortgage,0.215,0,24,23.51,Rejected,2022-07-18
950181184,21,Male,Married,High School,11942.12,334941.35,609,23,Part-time,Personal,Own,0.259,3,240,12.69,Rejected,2015-11-04
970802171,53,Male,Married,High School,34127.78,350195.34,583,14,Unemployed,Personal,Mortgage,0.632,3,240,18.05,Approved,2019-04-18
672509793,57,Female,Married,High School,32964.61,300128.74,751,29,Full-time,Business,Own,0.714,2,60,14.47,Approved,2021-05-13
181336858,45,Female,Single,Master,25244.92,100879.09,809,16,Unemployed,Home,Mortgage,0.135,1,360,12.28,Rejected,2024-08-22
104119417,33,Male,Single,Bachelor,64855.33,428790.49,702,7,Unemployed,Home,Own,0.289,0,240,20.46,Rejected,2021-09-16
997388049,39,Female,Single,High School,33734.56,134446.05,675,9,Full-time,Home,Mortgage,0.101,2,12,20.25,Approved,2019-04-09
125515602,74,Male,Single,Bachelor,27526.42,380734.4,850,30,Part-time,Education,Own,0.223,1,48,22.63,Approved,2022-12-30
996120128,22,Female,Single,Master,14517.92,266911.12,640,5,Full-time,Home,Own,0.635,1,360,16.37,Approved,2019-04-06
606004125,22,Female,Divorced,High School,45742.46,277004.38,727,23,Full-time,Education,Own,0.667,3,48,18.97,Approved,2017-04-19
123699153,56,Female,Single,PhD,16919.54,119510.35,741,25,Full-time,Medical,Rent,0.789,0,24,19.43,Approved,2016-09-04
976979885,36,Male,Married,Bachelor,27350.37,413739.45,621,17,Full-time,Car,Mortgage,0.658,2,120,7.01,Approved,2017-12-14
395177811,25,Female,Married,Bachelor,47799.33,151749.25,699,25,Self-employed,Car,Mortgage,0.126,1,180,24.61,Approved,2019-01-09
850148744,27,Female,Married,Bachelor,54407.35,10507.64,606,15,Self-employed,Car,Mortgage,0.615,0,120,15.08,Approved,2017-06-21
512486909,58,Male,Single,Bachelor,72529.94,401896.83,632,9,Full-time,Personal,Rent,0.474,2,48,9.03,Approved,2018-10-05
837797003,46,Female,Widowed,High School,60616.67,344249.24,653,9,Full-time,Home,Rent,0.261,1,48,5.87,Approved,2016-10-19
573403467,19,Female,Married,Master,10303.0,487534.87,559,28,Unemployed,Car,Rent,0.686,3,120,19.41,Rejected,2015-01-11
358913646,62,Male,Single,High School,27330.34,2960.48,593,8,Full-time,Personal,Own,0.627,1,24,6.56,Approved,2016-04-09
531468622,53,Female,Single,High School,23426.58,182647.98,642,11,Full-time,Personal,Own,0.288,2,240,16.84,Approved,2024-04-26
224432095,26,Male,Married,High School,86743.59,466886.84,640,39,Full-time,Car,Mortgage,0.74,2,60,24.34,Rejected,2022-09-18
591394048,34,Female,Married,Bachelor,33276.97,30361.55,725,24,Full-time,Home,Mortgage,0.429,6,60,3.83,Approved,2022-02-11
213237006,71,Female,Single,High School,37468.83,111338.87,701,22,Unemployed,Education,Rent,0.847,3,240,4.67,Rejected,2019-12-24
172497378,47,Other,Single,High School,32252.83,382759.28,668,8,Unemployed,Business,Mortgage,0.637,2,48,11.67,Approved,2019-10-06
479549326,49,Female,Married,High School,115894.86,149455.07,650,38,Full-time,Business,Mortgage,0.472,4,12,21.14,Approved,2015-07-05
522505486,53,Male,Married,Diploma,41929.99,11365.98,651,17,Full-time,Home,Rent,0.507,2,360,9.26,Approved,2015-07-25
719034702,44,Female,Married,High School,38989.11,479914.14,582,21,Full-time,Medical,Own,0.837,0,360,22.46,Rejected,2020-03-09
753211326,47,Female,Single,Master,27275.61,176217.72,646,9,Self-employed,Personal,Other,0.259,1,12,23.65,Rejected,2022-03-21
782495130,55,Male,Divorced,High School,75943.14,412599.8,801,10,Self-employed,Car,Mortgage,0.69,2,60,4.04,Rejected,2022-04-13
232760598,50,Female,Married,Bachelor,33267.08,349591.66,765,11,Part-time,Business,Mortgage,0.709,1,120,3.83,Approved,2020-05-14
801350765,59,Female,Single,Master,111457.78,202450.82,709,14,Full-time,Home,Own,0.727,2,48,18.69,Rejected,2018-02-28
545588146,28,Male,Married,High School,66920.32,110228.9,755,10,Unemployed,Home,Mortgage,0.696,1,36,3.01,Approved,2022-09-11
407889600,53,Female,Married,Bachelor,41925.71,332333.78,753,5,Part-time,Personal,Mortgage,0.356,0,24,7.13,Approved,2015-03-15
208483114,54,Female,Married,High School,48393.66,216328.39,643,39,Full-time,Education,Own,0.218,1,36,3.7,Approved,2023-05-10
322349229,68,Male,Single,Bachelor,22454.43,174618.43,722,27,Full-time,Personal,Own,0.06,0,180,7.93,Approved,2017-04-07
554395419,72,Female,Married,Bachelor,14506.73,25074.44,837,6,Full-time,Home,Own,0.55,2,60,7.22,Rejected,2020-03-11
958531566,43,Female,Single,Diploma,19046.71,431722.43,773,24,Full-time,Medical,Rent,0.125,0,24,9.6,Approved,2022-11-21
143867421,72,Female,Married,Bachelor,25800.76,458262.61,709,4,Full-time,Personal,Own,0.841,2,36,4.66,Rejected,2022-06-16
454978364,52,Female,Single,Master,9328.03,295488.89,774,24,Full-time,Home,Rent,0.037,0,120,8.68,Rejected,2018-02-08
258874728,53,Female,Single,High School,30885.35,304109.73,621,4,Full-time,Personal,Mortgage,0.024,3,360,21.02,Approved,2017-07-03
398045063,52,Male,Married,Bachelor,61603.57,89312.33,630,6,Full-time,Education,Mortgage,0.34,1,48,24.62,Rejected,2015-04-05
190353289,20,Male,Single,Master,80679.0,31062.45,770,37,Part-time,Business,Own,0.282,3,240,12.04,Rejected,2017-03-26
351468725,57,Male,Single,Master,20282.05,250524.53,767,0,Part-time,Personal,Mortgage,0.441,1,360,7.74,Approved,2024-08-04
614945759,21,Male,Married,Bachelor,24584.3,152324.82,650,35,Full-time,Personal,Rent,0.758,2,36,8.33,Rejected,2016-07-04
831929182,46,Female,Married,Bachelor,25847.45,425494.6,672,20,Part-time,Car,Rent,0.419,0,12,10.48,Approved,2022-05-16
815332227,58,Male,Married,High School,41794.02,201815.53,633,23,Part-time,Home,Own,0.328,0,60,23.43,Approved,2022-03-25
871967595,39,Female,Single,High School,37104.87,216740.44,641,16,Part-time,Personal,Own,0.261,2,24,7.54,Approved,2021-01-21
281466579,30,Male,Married,High School,26574.71,8952.27,711,8,Full-time,Home,Rent,0.378,1,12,11.0,Approved,2019-08-01
386466163,59,Male,Divorced,Bachelor,32808.02,347712.82,539,38,Full-time,Car,Rent,0.197,1,12,20.48,Approved,2019-11-04
996611130,67,Female,Single,Diploma,31550.74,220044.67,463,9,Part-time,Personal,Own,0.56,2,60,11.93,Approved,2024-10-30
617576315,42,Male,Single,High School,15439.38,15453.69,708,8,Full-time,Car,Mortgage,0.2,0,180,8.08,Rejected,2022-12-10
975431830,20,Male,Married,PhD,35104.41,5985.37,550,6,Full-time,Education,Mortgage,0.726,3,180,2.86,Approved,2019-11-07
572397607,26,Male,Widowed,PhD,55066.55,82461.08,726,13,Full-time,Business,Other,0.457,0,24,7.78,Approved,2022-08-09
293328901,27,Female,Single,High School,24506.6,310091.63,732,24,Full-time,Personal,Mortgage,0.384,2,120,7.6,Approved,2024-10-20
216273898,45,Female,Single,High School,12359.26,463060.06,677,35,Part-time,Home,Mortgage,0.637,0,36,24.66,Approved,2024-06-30
463488564,18,Female,Married,PhD,48557.63,449687.74,621,30,Part-time,Personal,Mortgage,0.336,2,36,12.0,Rejected,2016-01-23
827723388,43,Male,Married,Diploma,51884.46,93368.19,734,18,Full-time,Personal,Own,0.602,0,12,9.79,Approved,2020-10-18
878610265,18,Male,Single,Bachelor,80735.06,225740.56,794,25,Full-time,Personal,Own,0.293,2,240,4.56,Approved,2023-09-09
527879743,65,Male,Single,Diploma,19395.18,207043.62,566,30,Full-time,Personal,Own,0.319,1,240,5.08,Approved,2023-06-04
247633402,41,Female,Single,Master,66505.05,139774.01,729,31,Part-time,Car,Own,0.028,0,12,2.63,Approved,2020-04-11
906396124,62,Male,Single,Bachelor,14954.83,233704.06,639,26,Full-time,Car,Mortgage,0.076,1,48,11.03,Approved,2023-08-09
859136631,47,Male,Married,Bachelor,25468.85,184769.61,629,16,Full-time,Business,Rent,0.622,2,48,19.04,Approved,2018-06-19
170849486,61,Female,Divorced,Bachelor,38881.86,162209.74,792,18,Full-time,Personal,Mortgage,0.311,1,120,23.63,Approved,2017-04-26
477258727,52,Female,Married,Bachelor,22387.13,460407.69,618,0,Unemployed,Car,Mortgage,0.377,1,12,15.33,Rejected,2020-08-25
371098825,27,Female,Single,Bachelor,45873.01,210679.07,827,18,Unemployed,Medical,Rent,0.3,0,120,18.06,Approved,2023-11-29
711863976,74,Female,Single,Bachelor,39557.92,187612.34,739,3,Full-time,Home,Rent,0.59,2,36,3.22,Approved,2024-05-04
578352639,49,Female,Single,Bachelor,27709.76,470243.88,501,20,Part-time,Personal,Rent,0.311,0,12,8.45,Rejected,2016-05-06
793792570,55,Female,Single,Bachelor,33345.62,99612.38,594,24,Part-time,Personal,Mortgage,0.308,3,48,5.15,Approved,2023-12-25
187973889,64,Male,Single,Bachelor,21409.68,297941.59,640,14,Part-time,Home,Own,0.776,1,12,12.69,Approved,2021-01-03
225514875,37,Other,Married,High School,30210.6,147610.7,606,0,Full-time,Car,Mortgage,0.224,4,180,23.95,Approved,2017-06-27
882990168,42,Female,Married,Bachelor,26158.39,6674.97,786,5,Unemployed,Home,Mortgage,0.173,0,60,11.08,Approved,2020-04-02
343524215,38,Female,Married,Master,41383.45,99237.95,670,7,Full-time,Home,Own,0.844,1,24,22.02,Approved,2018-09-17
214418150,32,Male,Married,Bachelor,49160.05,71762.66,681,16,Full-time,Car,Own,0.02,2,180,23.7,Rejected,2017-05-20
932885618,49,Female,Widowed,Bachelor,19748.32,56816.79,691,39,Full-time,Medical,Mortgage,0.65,1,180,6.35,Approved,2023-06-17
735661385,40,Female,Single,Bachelor,32964.39,121566.13,753,33,Full-time,Personal,Mortgage,0.173,0,240,13.81,Rejected,2021-08-03
547328214,64,Male,Single,High School,71786.31,209424.91,579,23,Full-time,Home,Own,0.595,0,12,9.18,Approved,2020-03-01
225940608,47,Male,Married,High School,44110.05,76698.71,823,39,Full-time,Home,Mortgage,0.622,1,60,9.37,Approved,2023-11-19
891208540,30,Other,Single,Bachelor,13395.16,96112.4,594,6,Full-time,Education,Own,0.636,0,36,24.82,Approved,2021-05-20
898612864,66,Male,Single,High School,14619.57,469412.43,716,17,Part-time,Car,Mortgage,0.49,3,48,11.49,Approved,2024-03-09
335339838,54,Female,Single,Bachelor,71457.21,155485.18,698,5,Full-time,Home,Mortgage,0.604,1,24,8.9,Approved,2021-02-20
285355471,51,Female,Married,High School,85414.29,284209.85,730,36,Unemployed,Home,Mortgage,0.599,0,360,22.02,Approved,2018-07-16
481506705,63,Female,Single,Bachelor,44379.4,81841.59,637,39,Part-time,Personal,Rent,0.147,4,12,11.34,Approved,2022-07-15
614825695,58,Male,Single,High School,17967.13,102890.18,634,15,Self-employed,Car,Own,0.382,0,36,24.33,Approved,2017-12-25
386011202,52,Male,Married,Bachelor,63930.94,68606.28,603,2,Full-time,Home,Mortgage,0.543,2,12,15.82,Approved,2021-06-28
347776003,55,Other,Married,Bachelor,17651.08,169371.08,650,4,Full-time,Home,Other,0.11,3,24,5.86,Approved,2017-01-21
904670870,69,Male,Divorced,Master,25650.73,126961.27,830,15,Self-employed,Home,Mortgage,0.201,0,36,24.14,Approved,2020-09-26
178535178,22,Female,Married,Bachelor,53677.49,58272.89,705,24,Full-time,Car,Mortgage,0.093,4,120,18.62,Approved,2020-10-08
429678857,56,Female,Single,High School,15441.32,141198.11,762,39,Full-time,Medical,Rent,0.452,2,24,5.07,Approved,2019-06-23
513341602,37,Male,Married,High School,14313.23,399783.25,788,36,Full-time,Home,Rent,0.364,0,12,12.6,Approved,2017-10-05
208763447,32,Male,Divorced,Master,15297.79,126805.58,757,20,Full-time,Home,Own,0.475,1,48,8.66,Approved,2024-03-10
800729704,33,Male,Married,Diploma,69046.63,241436.26,685,36,Part-time,Car,Rent,0.518,0,36,11.95,Approved,2021-04-01
949211710,19,Male,Single,Master,27361.52,221256.17,565,32,Full-time,Personal,Rent,0.53,2,360,20.25,Approved,2017-04-01
972969729,49,Female,Married,Bachelor,61401.4,406839.61,630,33,Part-time,Personal,Own,0.739,0,120,14.06,Approved,2024-02-08
558936521,54,Male,Single,Diploma,22614.07,263706.39,570,16,Full-time,Personal,Mortgage,0.025,0,180,5.16,Rejected,2021-01-29
785625438,38,Female,Widowed,High School,7519.4,109990.29,655,33,Full-time,Car,Own,0.8,3,12,15.97,Approved,2023-10-29
914875677,47,Female,Single,Master,41186.72,495187.63,616,11,Full-time,Education,Own,0.307,0,12,7.88,Rejected,2015-08-01
117741963,32,Male,Single,Master,36544.68,330842.1,614,5,Full-time,Education,Rent,0.795,3,24,14.56,Approved,2020-05-31
893298794,63,Male,Married,Master,9463.87,116264.03,622,20,Full-time,Personal,Mortgage,0.304,1,360,13.02,Approved,2015-07-13
504458808,52,Male,Single,Bachelor,45161.48,468052.57,531,5,Full-time,Personal,Mortgage,0.396,2,48,9.85,Approved,2018-04-21
701560960,46,Male,Single,High School,34490.29,27985.38,659,16,Full-time,Home,Own,0.548,1,240,23.3,Approved,2023-12-26
505830132,28,Male,Married,Master,40786.27,7602.22,532,3,Full-time,Education,Mortgage,0.088,3,360,11.9,Rejected,2021-12-23
549974844,20,Male,Single,High School,24035.3,308263.38,694,37,Full-time,Business,Own,0.813,0,12,14.29,Rejected,2018-06-08
134018365,68,Female,Single,High School,104705.24,236536.02,783,14,Part-time,Car,Rent,0.137,1,48,19.52,Approved,2021-01-08
457843335,36,Female,Married,Diploma,33955.09,287586.18,674,6,Unemployed,Personal,Other,0.302,3,12,8.62,Approved,2023-10-10
121386069,24,Female,Single,High School,59074.66,270408.23,539,13,Part-time,Car,Rent,0.153,3,180,16.11,Approved,2016-01-15
332272602,36,Female,Widowed,Bachelor,6523.11,397330.19,694,0,Full-time,Car,Rent,0.601,0,120,6.39,Approved,2015-11-09
721608218,44,Female,Widowed,Bachelor,26377.05,235081.06,745,13,Self-employed,Personal,Mortgage,0.019,1,240,9.5,Approved,2015-03-30
485431906,60,Female,Single,PhD,73112.27,373659.21,666,9,Full-time,Medical,Rent,0.13,2,24,11.67,Approved,2019-11-20
823351578,59,Female,Single,Bachelor,19203.8,196215.9,769,25,Full-time,Business,Own,0.338,2,240,3.62,Approved,2020-12-23
565141241,49,Female,Married,Bachelor,30743.61,230762.31,745,11,Part-time,Home,Mortgage,0.387,0,36,7.22,Rejected,2015-05-27
415516303,34,Female,Single,Bachelor,14681.3,449595.75,693,12,Full-time,Home,Own,0.091,1,60,19.69,Rejected,2023-07-13
608219322,36,Female,Divorced,PhD,46879.86,492044.89,669,23,Full-time,Home,Own,0.74,1,240,21.51,Approved,2018-11-29
926596737,67,Male,Divorced,Bachelor,17668.66,466826.4,514,36,Part-time,Education,Mortgage,0.109,2,36,4.45,Approved,2015-04-20
738116106,63,Male,Single,Bachelor,6463.99,248790.94,811,13,Unemployed,Car,Rent,0.654,1,180,21.23,Rejected,2023-07-13
295029610,42,Male,Single,High School,16048.48,384514.24,567,38,Full-time,Education,Own,0.791,1,24,15.28,Rejected,2019-03-31
110417968,49,Female,Divorced,Master,37778.92,124270.98,733,38,Unemployed,Education,Mortgage,0.24,0,12,16.52,Rejected,2023-12-21
322791959,71,Male,Single,Bachelor,33471.88,282563.78,724,39,Full-time,Home,Own,0.832,0,180,20.88,Approved,2024-10-30
591726741,53,Male,Married,Bachelor,48343.73,391063.67,758,21,Full-time,Personal,Rent,0.576,0,360,13.63,Approved,2018-09-27
158342479,66,Male,Married,Bachelor,45420.98,319803.65,587,22,Full-time,Personal,Mortgage,0.354,2,60,7.18,Approved,2016-06-10
451290879,29,Male,Widowed,Bachelor,26034.34,76966.3,771,13,Part-time,Home,Own,0.821,1,180,13.9,Approved,2024-04-07
392139684,74,Male,Single,Bachelor,52831.53,497073.96,611,1,Unemployed,Car,Rent,0.286,2,60,8.88,Approved,2017-02-27
482648999,52,Male,Divorced,Diploma,57274.94,375533.14,672,37,Full-time,Car,Mortgage,0.514,1,180,22.8,Approved,2024-05-02
108980827,43,Male,Divorced,PhD,19889.29,51258.23,655,28,Self-employed,Personal,Own,0.166,1,240,10.68,Rejected,2020-05-06
404613505,61,Female,Married,Master,49867.56,475691.95,712,15,Part-time,Business,Other,0.655,3,360,13.64,Approved,2022-09-19
723528967,60,Male,Single,Master,26178.98,64292.17,814,13,Full-time,Home,Mortgage,0.088,3,60,5.3,Approved,2023-03-11
436752101,51,Female,Single,High School,128030.46,374998.59,664,17,Unemployed,Car,Own,0.305,3,24,14.64,Rejected,2018-06-01
149499293,57,Male,Married,High School,62312.28,302558.05,515,28,Self-employed,Car,Mortgage,0.666,1,48,18.42,Approved,2020-08-21
397668644,23,Male,Single,High School,11906.26,262386.42,582,1,Full-time,Education,Mortgage,0.124,0,120,21.38,Approved,2016-05-03
768384749,65,Female,Married,Bachelor,29790.19,216698.27,733,2,Full-time,Medical,Rent,0.385,1,36,23.51,Approved,2015-10-30
483806510,61,Female,Single,Bachelor,61465.65,79554.34,703,23,Full-time,Car,Own,0.033,0,180,20.32,Approved,2018-10-09
777114017,54,Female,Single,Master,65400.03,316469.92,721,6,Self-employed,Business,Other,0.526,1,180,21.08,Rejected,2022-11-24
678502978,46,Male,Single,Bachelor,19299.21,430538.03,624,6,Full-time,Car,Mortgage,0.717,2,60,15.03,Approved,2023-01-14
744787769,58,Female,Single,Bachelor,55690.27,386684.01,793,9,Full-time,Personal,Own,0.129,0,12,13.21,Approved,2016-12-20
855520589,63,Female,Single,PhD,55158.69,92132.72,549,6,Self-employed,Home,Mortgage,0.316,1,12,23.75,Approved,2018-04-02
405798478,67,Female,Single,Bachelor,54591.09,165041.92,637,16,Unemployed,Medical,Mortgage,0.167,0,48,3.57,Approved,2020-11-28
393352250,32,Male,Single,High School,36304.73,428784.15,636,35,Full-time,Home,Own,0.422,3,60,15.36,Approved,2018-04-28
989972503,46,Female,Divorced,Master,53328.92,149777.64,562,12,Full-time,Car,Own,0.798,3,120,2.69,Approved,2017-01-14
872367036,37,Female,Married,Bachelor,63748.78,389830.17,684,10,Self-employed,Car,Rent,0.729,0,120,18.25,Approved,2019-01-29
283634682,33,Male,Single,Bachelor,70511.46,43636.63,682,31,Full-time,Education,Other,0.158,2,36,2.77,Approved,2022-02-07
115049682,66,Male,Married,Bachelor,40219.53,488017.91,642,1,Unemployed,Business,Rent,0.584,4,12,6.08,Rejected,2016-06-14
672614881,39,Female,Married,Diploma,19758.74,104399.44,708,31,Full-time,Business,Own,0.07,2,24,13.65,Approved,2019-12-22
875120869,73,Male,Single,Master,193235.64,196169.12,645,39,Full-time,Car,Own,0.398,3,180,17.32,Approved,2015-07-07
365277981,67,Female,Divorced,Bachelor,60552.02,396580.11,694,23,Full-time,Business,Rent,0.1,0,360,7.69,Approved,2024-06-18
126554850,46,Male,Single,Master,13852.68,349609.97,731,39,Self-employed,Home,Mortgage,0.74,1,120,9.47,Approved,2020-08-09
144057052,60,Male,Single,Bachelor,19120.72,34633.36,725,27,Full-time,Home,Own,0.029,2,24,10.26,Rejected,2021-02-04
405683831,42,Other,Single,Master,12382.19,476898.92,679,38,Part-time,Car,Mortgage,0.137,2,24,14.26,Approved,2019-05-10
673261535,62,Female,Single,High School,7214.53,93766.54,824,24,Part-time,Car,Mortgage,0.624,1,60,10.81,Approved,2021-06-26
914213138,38,Female,Single,Diploma,8749.02,165000.68,494,19,Part-time,Home,Mortgage,0.639,0,12,9.86,Approved,2019-11-04
508746391,60,Female,Single,Master,19250.92,419469.82,673,5,Full-time,Car,Own,0.241,1,240,9.91,Approved,2016-01-16
158215358,70,Male,Single,Bachelor,49874.2,325417.8,683,14,Self-employed,Medical,Mortgage,0.038,0,12,4.48,Rejected,2015-01-01
491243238,56,Male,Married,Bachelor,21071.64,461271.05,681,25,Full-time,Personal,Rent,0.677,2,24,15.78,Approved,2020-07-14
283630609,23,Female,Single,Bachelor,81161.37,292932.87,713,27,Full-time,Home,Mortgage,0.02,3,48,22.24,Approved,2021-07-07
339193583,65,Female,Married,Bachelor,106696.61,459885.21,675,26,Self-employed,Personal,Rent,0.107,1,36,4.86,Rejected,2023-07-19
159888970,39,Female,Single,Bachelor,17868.24,150008.81,824,20,Full-time,Business,Mortgage,0.088,1,360,8.81,Approved,2023-09-09
440031328,63,Male,Single,Bachelor,43028.54,397849.16,710,3,Self-employed,Business,Own,0.221,1,60,4.66,Approved,2016-01-02
756476540,28,Male,Married,Bachelor,94856.69,51621.79,784,17,Unemployed,Business,Mortgage,0.452,1,48,8.92,Approved,2023-05-14
367463986,52,Male,Married,High School,56117.33,274166.88,640,5,Full-time,Car,Own,0.3,1,24,4.26,Rejected,2016-06-07
583859785,52,Male,Single,High School,33155.6,366343.34,575,10,Full-time,Home,Own,0.082,4,120,3.88,Approved,2016-05-23
853799354,49,Male,Single,High School,59879.15,209446.11,724,29,Full-time,Business,Other,0.483,1,12,8.4,Rejected,2016-01-29
164290500,62,Female,Single,High School,30949.13,321713.14,649,24,Full-time,Business,Mortgage,0.429,0,48,15.01,Approved,2018-11-21
121540582,48,Female,Married,Bachelor,126269.89,264336.69,531,3,Full-time,Home,Other,0.596,3,24,21.01,Approved,2024-06-05
532685124,47,Female,Single,High School,55164.99,321735.08,713,30,Full-time,Car,Mortgage,0.221,1,12,5.65,Rejected,2021-11-30
503552258,29,Female,Single,High School,19727.32,483270.86,678,17,Part-time,Business,Mortgage,0.586,1,60,18.27,Approved,2021-08-02
697400946,36,Female,Married,Bachelor,20260.52,379313.29,802,13,Part-time,Medical,Mortgage,0.265,3,180,17.96,Approved,2022-01-06
242043499,60,Male,Married,High School,55566.67,261608.06,652,30,Full-time,Car,Own,0.709,1,48,3.62,Approved,2022-07-17
574208618,32,Female,Single,Bachelor,23299.92,269088.81,729,27,Self-employed,Car,Mortgage,0.387,3,360,17.96,Approved,2024-12-07
419984506,20,Female,Married,Bachelor,21127.92,494147.93,625,13,Part-time,Home,Mortgage,0.662,5,360,19.25,Approved,2022-11-24
141005477,19,Female,Divorced,High School,39529.27,5048.88,703,25,Self-employed,Home,Own,0.298,1,360,23.6,Rejected,2020-03-05
190099033,38,Female,Married,Bachelor,134070.45,406238.67,816,20,Full-time,Home,Other,0.53,2,240,17.7,Rejected,2024-04-17
358053226,49,Male,Single,Bachelor,32807.17,480688.99,794,35,Full-time,Business,Own,0.414,0,12,4.65,Approved,2020-02-17
184205866,64,Male,Married,Bachelor,42610.09,276898.67,768,28,Full-time,Personal,Mortgage,0.075,1,24,4.76,Approved,2017-11-08
164019696,68,Male,Widowed,Bachelor,82942.73,422603.17,534,4,Full-time,Personal,Mortgage,0.296,1,240,15.07,Rejected,2017-10-19
860209008,65,Female,Single,High School,23014.52,174213.47,660,19,Full-time,Education,Own,0.613,3,60,11.5,Approved,2019-01-29
837830060,22,Male,Married,Bachelor,33732.49,22362.25,731,35,Full-time,Home,Own,0.613,3,48,22.39,Rejected,2020-02-19
393992948,66,Female,Single,Bachelor,33981.41,115836.05,703,32,Full-time,Personal,Mortgage,0.306,1,60,6.26,Approved,2023-10-05
343437745,27,Female,Single,Bachelor,15126.6,45162.72,744,19,Full-time,Home,Own,0.093,2,12,23.72,Rejected,2020-12-10
997760495,56,Female,Married,Diploma,24695.7,75545.04,677,36,Full-time,Medical,Own,0.599,1,180,7.28,Approved,2022-12-30
856045727,72,Female,Single,PhD,95126.67,193094.61,657,4,Full-time,Home,Rent,0.469,1,12,14.92,Rejected,2018-07-26
202138662,30,Female,Single,High School,36734.91,60417.92,681,29,Part-time,Home,Rent,0.841,0,180,15.67,Approved,2017-11-25
900006247,61,Female,Married,Master,27442.72,270259.05,716,32,Full-time,Car,Rent,0.771,2,24,5.17,Approved,2015-02-25
