attendance_id,student_id,course_id,lecture_date,status
ATT001109,STU00774,CRS015,2026-06-27,Absent
ATT001110,STU00845,CRS015,2026-05-24,Present
ATT001111,STU00946,CRS006,2026-06-07,Absent
ATT001112,STU00295,CRS001,2026-04-05,Late
ATT001113,STU00849,CRS011,2026-04-23,Absent
ATT001114,STU00671,CRS006,2026-05-26,Late
ATT001115,STU00929,CRS004,2026-04-28,Absent
ATT001116,STU00594,CRS014,2026-05-06,Absent
ATT001117,STU00420,CRS007,2026-05-04,Late
ATT001118,STU00029,CRS020,2026-06-27,Present
ATT001119,STU00141,CRS020,2026-05-21,Late
ATT001120,STU00515,CRS003,2026-05-23,Late
ATT001121,STU00584,CRS014,2026-04-24,Present
ATT001122,STU00332,CRS020,2026-05-16,Present
ATT001123,STU00170,CRS019,2026-06-23,Late
ATT001124,STU00483,CRS003,2026-06-19,Absent
ATT001125,STU00023,CRS020,2026-04-12,Late
ATT001126,STU00398,CRS018,2026-04-29,Late
ATT001127,STU00884,CRS007,2026-05-18,Present
ATT001128,STU00468,CRS012,2026-04-13,Late
ATT001129,STU00895,CRS008,2026-04-11,Present
ATT001130,STU00483,CRS007,2026-04-04,Absent
ATT001131,STU00135,CRS010,2026-04-12,Present
ATT001132,STU00915,CRS001,2026-06-18,Present
ATT001133,STU00591,CRS015,2026-06-15,Absent
ATT001134,STU00250,CRS020,2026-06-07,Absent
ATT001135,STU00247,CRS006,2026-06-23,Absent
ATT001136,STU00512,CRS004,2026-04-26,Late
ATT001137,STU00857,CRS011,2026-06-18,Present
ATT001138,STU00250,CRS015,2026-05-26,Late
ATT001139,STU00985,CRS003,2026-06-08,Present
ATT001140,STU00766,CRS002,2026-04-24,Late
ATT001141,STU00693,CRS014,2026-04-29,Late
ATT001142,STU00481,CRS013,2026-06-20,Present
ATT001143,STU00801,CRS014,2026-04-29,Absent
ATT001144,STU00904,CRS018,2026-06-29,Present
ATT001145,STU00732,CRS020,2026-06-08,Late
ATT001146,STU00546,CRS001,2026-04-14,Absent
ATT001147,STU00492,CRS002,2026-06-16,Absent
ATT001148,STU00831,CRS013,2026-05-30,Late
ATT001149,STU00787,CRS002,2026-06-11,Absent
ATT001150,STU00409,CRS017,2026-04-05,Late
ATT001151,STU00665,CRS015,2026-04-14,Absent
ATT001152,STU00806,CRS004,2026-04-21,Present
ATT001153,STU00149,CRS009,2026-04-04,Late
ATT001154,STU00771,CRS004,2026-04-24,Late
ATT001155,STU00173,CRS012,2026-06-03,Absent
ATT001156,STU00672,CRS011,2026-05-10,Present
ATT001157,STU00934,CRS008,2026-06-29,Absent
ATT001158,STU00215,CRS009,2026-06-23,Present
ATT001159,STU00337,CRS003,2026-04-04,Absent
ATT001160,STU00920,CRS016,2026-05-03,Present
ATT001161,STU00775,CRS009,2026-06-03,Absent
ATT001162,STU00302,CRS015,2026-05-14,Absent
ATT001163,STU00806,CRS015,2026-05-15,Late
ATT001164,STU00264,CRS019,2026-06-16,Absent
ATT001165,STU00608,CRS002,2026-06-18,Present
ATT001166,STU00151,CRS017,2026-04-12,Absent
ATT001167,STU00026,CRS008,2026-04-09,Absent
ATT001168,STU00577,CRS012,2026-06-18,Late
ATT001169,STU00298,CRS010,2026-04-17,Late
ATT001170,STU00162,CRS019,2026-04-16,Late
ATT001171,STU00312,CRS016,2026-05-16,Late
ATT001172,STU00450,CRS010,2026-04-25,Present
ATT001173,STU00761,CRS005,2026-06-20,Present
ATT001174,STU00622,CRS010,2026-05-23,Absent
ATT001175,STU00263,CRS008,2026-05-23,Present
ATT001176,STU00871,CRS007,2026-06-27,Late
ATT001177,STU00310,CRS005,2026-05-18,Late
ATT001178,STU00012,CRS009,2026-05-22,Absent
ATT001179,STU00738,CRS017,2026-05-08,Late
ATT001180,STU00891,CRS017,2026-04-07,Absent
ATT001181,STU00488,CRS020,2026-06-09,Present
ATT001182,STU00995,CRS012,2026-05-31,Late
ATT001183,STU00159,CRS019,2026-06-19,Late
ATT001184,STU00321,CRS017,2026-04-03,Absent
ATT001185,STU00387,CRS016,2026-06-01,Late
ATT001186,STU00173,CRS017,2026-06-01,Absent
ATT001187,STU00179,CRS016,2026-05-06,Absent
ATT001188,STU00014,CRS003,2026-05-24,Absent
ATT001189,STU00230,CRS010,2026-06-25,Present
ATT001190,STU00229,CRS005,2026-06-15,Absent
ATT001191,STU00623,CRS004,2026-04-14,Late
ATT001192,STU00201,CRS012,2026-04-08,Absent
ATT001193,STU00470,CRS019,2026-06-14,Late
ATT001194,STU00928,CRS001,2026-05-30,Late
ATT001195,STU00866,CRS017,2026-05-11,Present
ATT001196,STU00759,CRS007,2026-06-25,Absent
ATT001197,STU00680,CRS002,2026-05-24,Absent
ATT001198,STU00641,CRS004,2026-04-01,Absent
ATT001199,STU00519,CRS003,2026-06-27,Absent
ATT001200,STU00566,CRS018,2026-05-30,Late
ATT001201,STU00550,CRS003,2026-06-25,Present
ATT001202,STU00457,CRS019,2026-04-30,Late
ATT001203,STU00253,CRS008,2026-06-05,Absent
ATT001204,STU00816,CRS006,2026-06-06,Late
ATT001205,STU00958,CRS008,2026-06-26,Present
ATT001206,STU00706,CRS015,2026-05-22,Present
ATT001207,STU00041,CRS020,2026-04-20,Absent
ATT001208,STU00565,CRS009,2026-04-05,Present
ATT001209,STU00760,CRS007,2026-05-28,Late
ATT001210,STU00850,CRS003,2026-04-30,Present
ATT001211,STU00535,CRS010,2026-04-05,Present
ATT001212,STU00212,CRS008,2026-04-07,Present
ATT001213,STU00599,CRS019,2026-06-25,Absent
ATT001214,STU00475,CRS004,2026-05-05,Late
ATT001215,STU00902,CRS002,2026-05-06,Absent
ATT001216,STU00808,CRS003,2026-04-17,Present
ATT001217,STU00489,CRS004,2026-06-26,Absent
ATT001218,STU00085,CRS016,2026-06-17,Present
ATT001219,STU00102,CRS018,2026-04-09,Late
ATT001220,STU00220,CRS020,2026-06-16,Absent
ATT001221,STU00307,CRS019,2026-04-15,Present
ATT001222,STU00595,CRS014,2026-06-10,Present
ATT001223,STU00737,CRS015,2026-04-26,Late
ATT001224,STU00199,CRS019,2026-06-07,Late
ATT001225,STU00629,CRS015,2026-05-29,Present
ATT001226,STU00257,CRS014,2026-04-11,Late
ATT001227,STU00277,CRS016,2026-05-15,Late
ATT001228,STU00180,CRS011,2026-05-09,Late
ATT001229,STU00494,CRS017,2026-06-12,Absent
ATT001230,STU00974,CRS010,2026-04-28,Absent
ATT001231,STU00888,CRS018,2026-06-01,Present
ATT001232,STU00349,CRS009,2026-04-12,Late
ATT001233,STU00574,CRS017,2026-05-30,Absent
ATT001234,STU00640,CRS015,2026-06-14,Present
ATT001235,STU00774,CRS006,2026-05-17,Absent
ATT001236,STU00006,CRS011,2026-05-15,Late
ATT001237,STU00481,CRS016,2026-06-19,Present
ATT001238,STU00183,CRS003,2026-05-13,Absent
ATT001239,STU00689,CRS010,2026-05-21,Present
ATT001240,STU00947,CRS015,2026-05-09,Absent
ATT001241,STU00653,CRS018,2026-06-08,Present
ATT001242,STU00198,CRS004,2026-06-12,Present
ATT001243,STU00218,CRS010,2026-05-26,Late
ATT001244,STU00312,CRS011,2026-05-10,Late
ATT001245,STU00483,CRS004,2026-05-09,Late
ATT001246,STU00307,CRS020,2026-04-04,Present
ATT001247,STU00584,CRS005,2026-05-01,Absent
ATT001248,STU00160,CRS007,2026-05-12,Absent
ATT001249,STU00804,CRS006,2026-04-21,Present
ATT001250,STU00624,CRS006,2026-06-01,Absent
ATT001251,STU00979,CRS017,2026-04-14,Absent
ATT001252,STU00669,CRS020,2026-05-15,Absent
ATT001253,STU00798,CRS009,2026-05-27,Present
ATT001254,STU00955,CRS009,2026-05-18,Absent
ATT001255,STU00956,CRS010,2026-04-27,Absent
ATT001256,STU00148,CRS010,2026-05-10,Absent
ATT001257,STU00744,CRS012,2026-06-21,Late
ATT001258,STU00322,CRS015,2026-05-13,Absent
ATT001259,STU00435,CRS019,2026-04-14,Absent
ATT001260,STU00780,CRS014,2026-04-12,Present
ATT001261,STU00780,CRS013,2026-06-21,Present
ATT001262,STU00991,CRS014,2026-06-15,Absent
ATT001263,STU00661,CRS005,2026-05-18,Absent
ATT001264,STU00785,CRS009,2026-04-27,Present
ATT001265,STU00838,CRS007,2026-04-05,Present
ATT001266,STU00677,CRS009,2026-04-07,Absent
ATT001267,STU00852,CRS012,2026-04-05,Present
ATT001268,STU00329,CRS014,2026-04-10,Absent
ATT001269,STU00333,CRS018,2026-05-09,Late
ATT001270,STU00756,CRS007,2026-04-09,Present
ATT001271,STU00632,CRS017,2026-05-30,Absent
ATT001272,STU00876,CRS009,2026-05-22,Present
ATT001273,STU00076,CRS008,2026-04-23,Present
ATT001274,STU00333,CRS016,2026-04-23,Late
ATT001275,STU00607,CRS016,2026-04-08,Present
ATT001276,STU00799,CRS013,2026-05-16,Late
ATT001277,STU00982,CRS016,2026-04-11,Present
ATT001278,STU00286,CRS020,2026-05-30,Late
ATT001279,STU00384,CRS002,2026-04-17,Present
ATT001280,STU00057,CRS011,2026-04-17,Absent
ATT001281,STU00550,CRS012,2026-05-06,Absent
ATT001282,STU00945,CRS010,2026-04-08,Present
ATT001283,STU00483,CRS005,2026-06-18,Late
ATT001284,STU00075,CRS011,2026-04-27,Late
ATT001285,STU00423,CRS005,2026-05-23,Present
ATT001286,STU00603,CRS010,2026-05-11,Late
ATT001287,STU00204,CRS018,2026-05-31,Present
ATT001288,STU00448,CRS008,2026-05-27,Absent
ATT001289,STU00586,CRS018,2026-04-24,Late
ATT001290,STU00266,CRS018,2026-06-27,Late
ATT001291,STU00836,CRS010,2026-06-18,Late
ATT001292,STU00022,CRS005,2026-04-17,Present
ATT001293,STU00891,CRS011,2026-04-17,Absent
ATT001294,STU00926,CRS015,2026-06-07,Late
ATT001295,STU00905,CRS007,2026-05-25,Present
ATT001296,STU00328,CRS015,2026-06-18,Present
ATT001297,STU00471,CRS012,2026-04-10,Absent
ATT001298,STU00203,CRS009,2026-05-19,Absent
ATT001299,STU00618,CRS001,2026-04-01,Present
ATT001300,STU00122,CRS014,2026-04-11,Absent
ATT001301,STU00405,CRS016,2026-04-16,Present
ATT001302,STU00851,CRS017,2026-05-13,Present
ATT001303,STU00934,CRS017,2026-06-02,Absent
ATT001304,STU00016,CRS019,2026-06-18,Absent
ATT001305,STU00032,CRS017,2026-06-26,Absent
ATT001306,STU00809,CRS018,2026-05-25,Absent
ATT001307,STU00289,CRS019,2026-05-14,Absent
ATT001308,STU00649,CRS003,2026-05-26,Late
ATT001309,STU00077,CRS019,2026-06-27,Present
ATT001310,STU00997,CRS018,2026-05-03,Present
ATT001311,STU00544,CRS006,2026-05-31,Late
ATT001312,STU00866,CRS003,2026-06-02,Late
ATT001313,STU00944,CRS015,2026-05-06,Late
ATT001314,STU00665,CRS007,2026-04-28,Present
ATT001315,STU00785,CRS014,2026-04-12,Absent
ATT001316,STU00476,CRS015,2026-04-02,Late
ATT001317,STU00155,CRS011,2026-04-11,Present
ATT001318,STU00186,CRS019,2026-04-02,Absent
ATT001319,STU00464,CRS017,2026-06-27,Late
ATT001320,STU00757,CRS014,2026-06-17,Present
ATT001321,STU00411,CRS019,2026-04-19,Absent
ATT001322,STU00006,CRS020,2026-05-29,Absent
ATT001323,STU00019,CRS001,2026-05-29,Present
ATT001324,STU00330,CRS014,2026-05-10,Present
ATT001325,STU00265,CRS008,2026-05-27,Late
ATT001326,STU00690,CRS011,2026-06-11,Late
ATT001327,STU00468,CRS007,2026-04-18,Late
ATT001328,STU00947,CRS012,2026-04-28,Late
ATT001329,STU00888,CRS019,2026-05-12,Present
ATT001330,STU00193,CRS005,2026-05-13,Present
ATT001331,STU00315,CRS006,2026-04-02,Present
ATT001332,STU00026,CRS018,2026-04-15,Late
ATT001333,STU00967,CRS002,2026-04-14,Present
ATT001334,STU00553,CRS012,2026-06-03,Present
ATT001335,STU00335,CRS011,2026-06-26,Present
ATT001336,STU00673,CRS007,2026-05-13,Present
ATT001337,STU00310,CRS006,2026-06-17,Absent
ATT001338,STU00277,CRS008,2026-05-23,Present
ATT001339,STU00790,CRS012,2026-04-19,Present
ATT001340,STU00140,CRS015,2026-05-22,Present
ATT001341,STU00854,CRS013,2026-06-15,Present
ATT001342,STU00454,CRS007,2026-04-05,Absent
ATT001343,STU00050,CRS015,2026-04-01,Absent
ATT001344,STU00408,CRS007,2026-05-27,Present
ATT001345,STU00789,CRS013,2026-06-04,Late
ATT001346,STU00834,CRS004,2026-06-28,Present
ATT001347,STU00992,CRS006,2026-06-16,Late
ATT001348,STU00935,CRS019,2026-06-06,Late
ATT001349,STU00528,CRS004,2026-05-24,Present
ATT001350,STU00774,CRS007,2026-05-20,Present
ATT001351,STU00963,CRS016,2026-04-27,Late
ATT001352,STU00619,CRS012,2026-05-14,Late
ATT001353,STU00324,CRS014,2026-05-14,Present
ATT001354,STU00215,CRS003,2026-05-24,Late
ATT001355,STU00368,CRS016,2026-05-26,Absent
ATT001356,STU00520,CRS004,2026-06-01,Absent
ATT001357,STU00016,CRS001,2026-06-13,Absent
ATT001358,STU00822,CRS014,2026-05-14,Absent
ATT001359,STU00984,CRS004,2026-06-04,Absent
ATT001360,STU00369,CRS010,2026-05-18,Present
ATT001361,STU00444,CRS010,2026-05-08,Present
ATT001362,STU00718,CRS003,2026-04-29,Late
ATT001363,STU00659,CRS013,2026-04-06,Absent
ATT001364,STU00016,CRS009,2026-06-20,Late
ATT001365,STU00662,CRS011,2026-05-08,Present
ATT001366,STU00144,CRS008,2026-05-13,Present
ATT001367,STU00578,CRS001,2026-05-15,Present
ATT001368,STU00531,CRS005,2026-06-24,Present
ATT001369,STU00711,CRS016,2026-05-02,Present
ATT001370,STU00062,CRS020,2026-06-02,Present
ATT001371,STU00887,CRS010,2026-04-02,Absent
ATT001372,STU00632,CRS014,2026-04-26,Present
ATT001373,STU00429,CRS006,2026-04-18,Present
ATT001374,STU00958,CRS017,2026-05-01,Present
ATT001375,STU00759,CRS006,2026-04-21,Absent
ATT001376,STU00900,CRS004,2026-04-20,Present
ATT001377,STU00030,CRS016,2026-06-21,Present
ATT001378,STU00313,CRS013,2026-05-01,Late
ATT001379,STU00382,CRS009,2026-05-25,Late
ATT001380,STU00328,CRS001,2026-06-15,Present
ATT001381,STU00339,CRS001,2026-05-30,Absent
ATT001382,STU00035,CRS005,2026-04-12,Absent
ATT001383,STU00047,CRS018,2026-04-27,Absent
ATT001384,STU00780,CRS020,2026-06-04,Late
ATT001385,STU00537,CRS006,2026-06-26,Present
ATT001386,STU00102,CRS001,2026-06-14,Absent
ATT001387,STU00918,CRS008,2026-05-31,Present
ATT001388,STU00429,CRS003,2026-06-06,Present
ATT001389,STU00991,CRS016,2026-06-11,Absent
ATT001390,STU00425,CRS018,2026-06-11,Absent
ATT001391,STU00137,CRS020,2026-06-16,Late
ATT001392,STU00000,CRS010,2026-05-26,Absent
ATT001393,STU00480,CRS009,2026-04-26,Present
ATT001394,STU00330,CRS018,2026-06-07,Absent
ATT001395,STU00979,CRS020,2026-05-31,Late
ATT001396,STU00733,CRS004,2026-04-12,Absent
ATT001397,STU00504,CRS019,2026-04-18,Present
ATT001398,STU00128,CRS008,2026-05-25,Late
ATT001399,STU00132,CRS005,2026-04-10,Present
ATT001400,STU00675,CRS003,2026-05-08,Late
ATT001401,STU00097,CRS013,2026-06-29,Absent
ATT001402,STU00908,CRS020,2026-04-28,Present
ATT001403,STU00255,CRS008,2026-04-19,Absent
ATT001404,STU00189,CRS010,2026-04-05,Absent
ATT001405,STU00727,CRS015,2026-04-02,Late
ATT001406,STU00604,CRS017,2026-06-19,Late
ATT001407,STU00591,CRS009,2026-05-03,Present
ATT001408,STU00335,CRS014,2026-04-15,Absent
ATT001409,STU00677,CRS005,2026-06-14,Late
ATT001410,STU00754,CRS002,2026-06-20,Late
ATT001411,STU00927,CRS013,2026-04-03,Late
ATT001412,STU00049,CRS007,2026-04-06,Present
ATT001413,STU00014,CRS005,2026-05-09,Late
ATT001414,STU00034,CRS008,2026-05-26,Present
ATT001415,STU00406,CRS011,2026-04-11,Present
ATT001416,STU00585,CRS016,2026-04-21,Absent
ATT001417,STU00878,CRS012,2026-04-24,Present
ATT001418,STU00643,CRS019,2026-05-01,Absent
ATT001419,STU00462,CRS007,2026-05-02,Absent
ATT001420,STU00636,CRS009,2026-04-05,Late
ATT001421,STU00450,CRS004,2026-06-18,Late
ATT001422,STU00286,CRS017,2026-04-25,Absent
ATT001423,STU00345,CRS006,2026-04-14,Absent
ATT001424,STU00349,CRS016,2026-06-02,Late
ATT001425,STU00467,CRS004,2026-05-17,Late
ATT001426,STU00876,CRS011,2026-05-31,Late
ATT001427,STU00269,CRS003,2026-06-03,Absent
ATT001428,STU00436,CRS001,2026-06-23,Late
ATT001429,STU00129,CRS004,2026-05-10,Present
ATT001430,STU00998,CRS015,2026-05-12,Present
ATT001431,STU00123,CRS018,2026-06-15,Late
ATT001432,STU00302,CRS005,2026-04-10,Absent
ATT001433,STU00314,CRS015,2026-04-10,Absent
ATT001434,STU00566,CRS003,2026-05-25,Late
ATT001435,STU00186,CRS013,2026-06-10,Late
ATT001436,STU00199,CRS005,2026-06-25,Late
ATT001437,STU00227,CRS001,2026-06-14,Present
ATT001438,STU00751,CRS012,2026-04-04,Late
ATT001439,STU00615,CRS005,2026-04-10,Late
ATT001440,STU00880,CRS017,2026-05-27,Late
ATT001441,STU00048,CRS018,2026-06-18,Absent
ATT001442,STU00552,CRS008,2026-06-21,Late
ATT001443,STU00969,CRS017,2026-04-15,Present
ATT001444,STU00383,CRS006,2026-04-27,Present
ATT001445,STU00696,CRS006,2026-05-10,Late
ATT001446,STU00649,CRS020,2026-05-16,Present
ATT001447,STU00863,CRS005,2026-06-05,Late
ATT001448,STU00964,CRS020,2026-04-09,Absent
ATT001449,STU00878,CRS007,2026-05-29,Absent
ATT001450,STU00050,CRS013,2026-05-01,Absent
ATT001451,STU00399,CRS017,2026-04-13,Absent
ATT001452,STU00915,CRS016,2026-06-16,Absent
ATT001453,STU00329,CRS005,2026-05-10,Late
ATT001454,STU00960,CRS010,2026-05-08,Present
ATT001455,STU00076,CRS009,2026-06-09,Late
ATT001456,STU00569,CRS010,2026-04-23,Present
ATT001457,STU00945,CRS020,2026-06-12,Late
ATT001458,STU00982,CRS003,2026-05-01,Present
ATT001459,STU00773,CRS014,2026-05-16,Present
ATT001460,STU00147,CRS016,2026-04-08,Present
ATT001461,STU00782,CRS008,2026-05-04,Absent
ATT001462,STU00805,CRS006,2026-06-07,Late
ATT001463,STU00429,CRS013,2026-05-03,Late
ATT001464,STU00198,CRS008,2026-05-30,Absent
ATT001465,STU00072,CRS008,2026-04-14,Absent
ATT001466,STU00143,CRS013,2026-06-07,Present
ATT001467,STU00743,CRS019,2026-05-08,Late
ATT001468,STU00155,CRS007,2026-04-21,Absent
ATT001469,STU00145,CRS009,2026-06-12,Absent
ATT001470,STU00011,CRS004,2026-05-08,Late
ATT001471,STU00318,CRS017,2026-05-07,Present
ATT001472,STU00790,CRS020,2026-05-12,Absent
ATT001473,STU00237,CRS015,2026-06-16,Absent
ATT001474,STU00841,CRS004,2026-06-11,Late
ATT001475,STU00760,CRS020,2026-05-03,Absent
ATT001476,STU00157,CRS003,2026-04-03,Late
ATT001477,STU00349,CRS009,2026-04-14,Present
ATT001478,STU00390,CRS009,2026-04-01,Present
ATT001479,STU00641,CRS015,2026-06-12,Absent
ATT001480,STU00599,CRS006,2026-06-24,Late
ATT001481,STU00708,CRS016,2026-04-08,Absent
ATT001482,STU00230,CRS017,2026-04-29,Present
ATT001483,STU00090,CRS020,2026-06-28,Late
ATT001484,STU00885,CRS012,2026-04-15,Present
ATT001485,STU00890,CRS016,2026-04-06,Late
ATT001486,STU00986,CRS014,2026-06-08,Absent
ATT001487,STU00058,CRS004,2026-05-30,Absent
ATT001488,STU00862,CRS009,2026-05-28,Absent
ATT001489,STU00655,CRS017,2026-06-21,Absent
ATT001490,STU00429,CRS009,2026-04-06,Absent
ATT001491,STU00085,CRS001,2026-05-27,Present
ATT001492,STU00730,CRS016,2026-06-04,Present
ATT001493,STU00599,CRS016,2026-05-30,Present
ATT001494,STU00605,CRS014,2026-05-17,Late
ATT001495,STU00272,CRS004,2026-04-27,Late
ATT001496,STU00499,CRS018,2026-05-07,Late
ATT001497,STU00857,CRS019,2026-06-01,Absent
ATT001498,STU00621,CRS017,2026-05-20,Late
ATT001499,STU00391,CRS002,2026-04-28,Late
ATT001500,STU00110,CRS019,2026-06-06,Late
ATT001501,STU00976,CRS004,2026-06-21,Late
ATT001502,STU00097,CRS004,2026-04-01,Present
ATT001503,STU00369,CRS019,2026-04-26,Late
ATT001504,STU00726,CRS020,2026-05-18,Absent
ATT001505,STU00834,CRS013,2026-06-22,Late
ATT001506,STU00762,CRS002,2026-06-03,Absent
ATT001507,STU00662,CRS015,2026-05-11,Absent
ATT001508,STU00587,CRS017,2026-04-19,Present
ATT001509,STU00962,CRS013,2026-05-19,Late
ATT001510,STU00762,CRS014,2026-06-10,Late
ATT001511,STU00929,CRS001,2026-05-29,Present
ATT001512,STU00580,CRS006,2026-06-02,Present
ATT001513,STU00645,CRS011,2026-06-19,Present
ATT001514,STU00299,CRS014,2026-06-10,Present
ATT001515,STU00746,CRS015,2026-05-07,Absent
ATT001516,STU00367,CRS012,2026-04-18,Absent
ATT001517,STU00996,CRS008,2026-04-28,Absent
ATT001518,STU00456,CRS002,2026-04-04,Absent
ATT001519,STU00469,CRS009,2026-05-01,Present
ATT001520,STU00214,CRS018,2026-06-05,Late
ATT001521,STU00663,CRS011,2026-06-06,Late
ATT001522,STU00410,CRS012,2026-04-12,Present
ATT001523,STU00864,CRS016,2026-06-29,Present
ATT001524,STU00341,CRS012,2026-04-26,Late
ATT001525,STU00551,CRS008,2026-04-09,Absent
ATT001526,STU00848,CRS010,2026-05-20,Present
ATT001527,STU00936,CRS003,2026-05-17,Late
ATT001528,STU00415,CRS011,2026-06-08,Late
ATT001529,STU00509,CRS006,2026-04-15,Absent
ATT001530,STU00207,CRS009,2026-04-03,Late
ATT001531,STU00497,CRS012,2026-06-11,Absent
ATT001532,STU00825,CRS015,2026-05-24,Absent
ATT001533,STU00772,CRS006,2026-04-22,Present
ATT001534,STU00330,CRS001,2026-06-09,Present
ATT001535,STU00194,CRS019,2026-06-05,Absent
ATT001536,STU00930,CRS017,2026-06-28,Late
ATT001537,STU00657,CRS018,2026-04-10,Absent
ATT001538,STU00774,CRS018,2026-04-06,Late
ATT001539,STU00182,CRS013,2026-05-04,Late
ATT001540,STU00712,CRS003,2026-05-27,Present
ATT001541,STU00095,CRS003,2026-05-02,Late
ATT001542,STU00612,CRS013,2026-04-05,Absent
ATT001543,STU00149,CRS011,2026-05-29,Late
ATT001544,STU00362,CRS013,2026-04-12,Present
ATT001545,STU00943,CRS013,2026-04-27,Present
ATT001546,STU00865,CRS010,2026-06-06,Late
ATT001547,STU00583,CRS003,2026-05-11,Absent
ATT001548,STU00230,CRS015,2026-06-28,Present
ATT001549,STU00251,CRS018,2026-06-12,Present
ATT001550,STU00683,CRS009,2026-06-29,Present
ATT001551,STU00506,CRS008,2026-05-21,Late
ATT001552,STU00224,CRS008,2026-06-20,Present
ATT001553,STU00450,CRS007,2026-05-27,Present
ATT001554,STU00012,CRS010,2026-05-18,Present
ATT001555,STU00987,CRS001,2026-05-24,Late
ATT001556,STU00494,CRS015,2026-05-02,Absent
ATT001557,STU00569,CRS018,2026-04-26,Late
ATT001558,STU00196,CRS014,2026-06-10,Present
ATT001559,STU00868,CRS017,2026-06-04,Late
ATT001560,STU00409,CRS019,2026-05-31,Absent
ATT001561,STU00764,CRS009,2026-06-04,Late
ATT001562,STU00815,CRS012,2026-05-17,Absent
ATT001563,STU00441,CRS012,2026-04-23,Absent
ATT001564,STU00921,CRS008,2026-04-30,Absent
ATT001565,STU00553,CRS012,2026-05-23,Present
ATT001566,STU00981,CRS005,2026-06-14,Absent
ATT001567,STU00880,CRS008,2026-05-03,Late
ATT001568,STU00592,CRS005,2026-04-09,Present
ATT001569,STU00939,CRS017,2026-06-04,Late
ATT001570,STU00487,CRS018,2026-06-14,Absent
ATT001571,STU00107,CRS020,2026-04-08,Present
ATT001572,STU00737,CRS012,2026-04-06,Late
ATT001573,STU00718,CRS018,2026-06-19,Present
ATT001574,STU00476,CRS009,2026-05-13,Late
ATT001575,STU00856,CRS002,2026-05-11,Absent
ATT001576,STU00633,CRS015,2026-05-04,Absent
ATT001577,STU00605,CRS014,2026-05-18,Present
ATT001578,STU00976,CRS006,2026-05-23,Present
ATT001579,STU00573,CRS015,2026-05-17,Late
ATT001580,STU00665,CRS002,2026-05-06,Absent
ATT001581,STU00488,CRS005,2026-04-24,Present
ATT001582,STU00698,CRS012,2026-05-15,Present
ATT001583,STU00977,CRS009,2026-05-09,Late
ATT001584,STU00258,CRS001,2026-05-10,Late
ATT001585,STU00612,CRS016,2026-06-23,Absent
ATT001586,STU00721,CRS005,2026-05-15,Absent
ATT001587,STU00220,CRS015,2026-06-27,Absent
ATT001588,STU00551,CRS010,2026-06-14,Absent
ATT001589,STU00238,CRS019,2026-04-13,Late
ATT001590,STU00968,CRS014,2026-04-12,Present
ATT001591,STU00784,CRS018,2026-06-04,Late
ATT001592,STU00600,CRS011,2026-04-12,Present
ATT001593,STU00994,CRS020,2026-06-03,Present
ATT001594,STU00729,CRS012,2026-06-17,Late
ATT001595,STU00122,CRS003,2026-04-11,Late
ATT001596,STU00065,CRS017,2026-04-20,Absent
ATT001597,STU00747,CRS006,2026-05-13,Late
ATT001598,STU00199,CRS008,2026-06-07,Late
ATT001599,STU00792,CRS006,2026-06-24,Present
ATT001600,STU00030,CRS016,2026-05-04,Late
ATT001601,STU00122,CRS011,2026-06-25,Present
ATT001602,STU00096,CRS013,2026-05-25,Late
ATT001603,STU00717,CRS013,2026-05-07,Absent
ATT001604,STU00390,CRS016,2026-04-11,Present
ATT001605,STU00867,CRS011,2026-05-22,Present
ATT001606,STU00098,CRS010,2026-04-04,Absent
ATT001607,STU00181,CRS014,2026-04-14,Absent
ATT001608,STU00511,CRS003,2026-05-04,Present
ATT001609,STU00266,CRS013,2026-06-29,Present
ATT001610,STU00232,CRS012,2026-04-28,Late
ATT001611,STU00648,CRS003,2026-05-14,Absent
ATT001612,STU00462,CRS004,2026-06-11,Late
ATT001613,STU00263,CRS001,2026-04-13,Late
ATT001614,STU00062,CRS018,2026-05-24,Present
ATT001615,STU00699,CRS012,2026-04-05,Present
ATT001616,STU00172,CRS001,2026-06-20,Late
ATT001617,STU00012,CRS001,2026-06-20,Absent
ATT001618,STU00393,CRS010,2026-04-20,Present
ATT001619,STU00819,CRS019,2026-06-13,Late
ATT001620,STU00383,CRS003,2026-05-14,Present
ATT001621,STU00193,CRS020,2026-04-12,Absent
ATT001622,STU00186,CRS018,2026-05-02,Present
ATT001623,STU00999,CRS012,2026-06-18,Present
ATT001624,STU00893,CRS005,2026-05-08,Late
ATT001625,STU00383,CRS019,2026-05-22,Present
ATT001626,STU00912,CRS015,2026-05-21,Late
ATT001627,STU00866,CRS006,2026-06-21,Late
ATT001628,STU00152,CRS015,2026-06-10,Present
ATT001629,STU00637,CRS002,2026-05-13,Late
ATT001630,STU00909,CRS004,2026-06-04,Absent
ATT001631,STU00957,CRS010,2026-05-25,Present
ATT001632,STU00357,CRS006,2026-06-08,Late
ATT001633,STU00530,CRS006,2026-05-16,Present
ATT001634,STU00509,CRS007,2026-05-12,Late
ATT001635,STU00158,CRS020,2026-05-11,Absent
ATT001636,STU00960,CRS015,2026-05-11,Late
ATT001637,STU00561,CRS013,2026-06-17,Absent
ATT001638,STU00966,CRS004,2026-04-30,Late
