customer_id,age,gender,marital_status,education_level,annual_income,loan_amount,credit_score,employment_years,employment_type,loan_purpose,home_ownership,debt_to_income_ratio,existing_loans,loan_term_months,interest_rate,loan_status,application_date,Loan_to_Income_Ratio,monthly_income,monthly_existing_debt_payment,employment_to_age_ratio,is_overextended_subprime,month
508874468,19,Male,Single,Diploma,21029.3,406966.5,674,26,Self-employed,Home,Other,0.507,0,180,15.42,Approved,2021-07-02,19.35,1752.44,888.49,1.37,0,7
361705858,68,Female,Single,PhD,28793.36,216913.12,679,3,Full-time,Home,Own,0.257,3,60,23.54,Approved,2022-12-10,7.53,2399.45,616.66,0.04,0,12
845486834,28,Male,Single,Bachelor,45438.55,365261.33,821,24,Self-employed,Personal,Own,0.104,0,24,2.82,Approved,2019-02-05,8.04,3786.55,393.8,0.86,0,2
900443634,56,Female,Married,Bachelor,34227.06,118785.35,555,16,Self-employed,Medical,Mortgage,0.717,2,48,23.88,Rejected,2017-11-23,3.47,2852.25,2045.06,0.29,0,11
985289992,24,Male,Married,Bachelor,62027.88,54194.6,746,39,Full-time,Education,Mortgage,0.565,3,48,21.35,Approved,2018-04-25,0.87,5168.99,2920.48,1.62,0,4
279398860,56,Male,Single,High School,19946.54,285262.05,766,16,Self-employed,Car,Rent,0.07,2,120,5.96,Approved,2018-12-25,14.3,1662.21,116.35,0.29,0,12
568513127,51,Male,Single,Bachelor,18904.22,20453.04,753,20,Self-employed,Business,Own,0.022,1,180,4.56,Rejected,2020-09-26,1.08,1575.35,34.66,0.39,0,9
686004518,53,Female,Single,Master,23244.2,166420.16,623,27,Full-time,Business,Own,0.638,0,24,13.84,Approved,2019-08-11,7.16,1937.02,1235.82,0.51,0,8
622069775,73,Male,Married,Bachelor,8686.44,329054.45,615,3,Full-time,Home,Mortgage,0.601,1,180,8.19,Approved,2021-12-20,37.88,723.87,435.05,0.04,0,12
455268743,31,Male,Married,High School,22011.68,158815.28,591,20,Part-time,Medical,Own,0.735,2,60,4.79,Approved,2015-08-07,7.22,1834.31,1348.22,0.65,0,8
757970259,70,Male,Married,Bachelor,25738.92,355326.22,681,15,Part-time,Business,Other,0.444,1,60,13.95,Rejected,2019-07-22,13.81,2144.91,952.34,0.21,0,7
103437868,30,Male,Single,High School,54705.35,454882.02,809,17,Full-time,Personal,Mortgage,0.644,0,48,10.23,Approved,2024-10-18,8.32,4558.78,2935.85,0.57,0,10
349420949,38,Female,Single,Bachelor,55746.5,139526.09,799,17,Self-employed,Home,Mortgage,0.558,1,60,7.44,Approved,2022-05-05,2.5,4645.54,2592.21,0.45,0,5
835713739,40,Female,Married,Bachelor,35155.25,373354.11,761,23,Full-time,Education,Own,0.777,1,240,15.76,Rejected,2020-04-07,10.62,2929.6,2276.3,0.57,0,4
993044203,65,Male,Married,Master,35236.17,135870.53,834,2,Full-time,Home,Own,0.34,1,48,14.18,Approved,2024-07-19,3.86,2936.35,998.36,0.03,0,7
845196827,36,Female,Single,Master,21228.32,102232.14,667,34,Full-time,Home,Rent,0.796,2,240,14.26,Rejected,2021-12-15,4.82,1769.03,1408.15,0.94,0,12
336733826,46,Female,Single,Bachelor,31346.39,267676.62,750,36,Full-time,Education,Own,0.665,1,240,17.24,Rejected,2016-06-23,8.54,2612.2,1737.11,0.78,0,6
711403461,26,Male,Single,PhD,36329.41,248408.74,761,0,Full-time,Car,Other,0.249,2,180,16.26,Approved,2020-08-06,6.84,3027.45,753.84,0.0,0,8
632619409,34,Male,Married,High School,18366.25,213077.26,789,31,Part-time,Home,Other,0.106,0,120,21.31,Approved,2023-04-11,11.6,1530.52,162.24,0.91,0,4
973880939,37,Male,Divorced,Bachelor,43492.53,393304.24,552,4,Part-time,Car,Mortgage,0.544,3,240,16.63,Approved,2021-01-10,9.04,3624.38,1971.66,0.11,1,1
468514587,57,Male,Single,Bachelor,19093.46,488154.83,573,15,Full-time,Business,Own,0.197,3,12,7.66,Approved,2016-08-29,25.57,1591.12,313.45,0.26,1,8
694606564,42,Male,Single,High School,44680.78,86357.54,597,6,Full-time,Personal,Own,0.265,2,60,14.65,Approved,2016-11-01,1.93,3723.4,986.7,0.14,0,11
599012077,27,Male,Single,Bachelor,33643.54,103961.51,731,28,Full-time,Car,Own,0.41,0,12,16.98,Approved,2023-11-12,3.09,2803.63,1149.49,1.04,0,11
501676417,23,Female,Single,Bachelor,29943.46,282772.03,665,35,Full-time,Home,Mortgage,0.558,2,180,21.8,Approved,2023-09-22,9.44,2495.29,1392.37,1.52,0,9
867795856,61,Other,Married,High School,48079.98,62661.05,615,12,Unemployed,Business,Rent,0.634,1,24,18.76,Rejected,2024-12-25,1.3,4006.67,2540.23,0.2,0,12
739001349,73,Female,Single,High School,37453.26,59340.21,538,12,Self-employed,Personal,Own,0.082,1,48,20.8,Rejected,2021-04-23,1.58,3121.1,255.93,0.16,0,4
721487459,18,Male,Divorced,PhD,15224.17,483990.79,691,27,Self-employed,Home,Own,0.797,1,360,23.07,Rejected,2019-07-26,31.79,1268.68,1011.14,1.5,0,7
432436820,41,Male,Married,High School,11910.86,277474.52,707,20,Full-time,Education,Rent,0.068,0,48,21.33,Approved,2020-04-29,23.3,992.57,67.49,0.49,0,4
576696579,60,Female,Single,Master,22272.35,6355.89,685,3,Self-employed,Home,Mortgage,0.284,1,180,17.5,Approved,2017-12-18,0.29,1856.03,527.11,0.05,0,12
347318413,31,Male,Divorced,Bachelor,21496.35,61036.27,735,25,Full-time,Business,Own,0.348,0,120,17.09,Rejected,2018-11-06,2.84,1791.36,623.39,0.81,0,11
120152628,56,Male,Married,Master,54538.63,486604.52,787,24,Part-time,Home,Own,0.196,0,24,16.32,Approved,2024-03-08,8.92,4544.89,890.8,0.43,0,3
690379958,19,Female,Single,Master,62436.04,165240.33,797,31,Self-employed,Car,Mortgage,0.034,4,180,11.76,Approved,2018-11-15,2.65,5203.0,176.9,1.63,0,11
985897208,20,Male,Widowed,Master,16102.98,106060.57,647,11,Unemployed,Home,Own,0.036,3,120,2.96,Approved,2016-10-10,6.59,1341.92,48.31,0.55,1,10
388804232,45,Male,Married,High School,102434.72,153210.94,696,17,Self-employed,Personal,Own,0.262,3,48,7.78,Approved,2020-10-22,1.5,8536.23,2236.49,0.38,0,10
990352712,19,Male,Single,Bachelor,55604.24,221232.73,524,31,Full-time,Car,Mortgage,0.716,2,180,5.0,Rejected,2019-11-11,3.98,4633.69,3317.72,1.63,0,11
401394640,67,Male,Married,Master,77659.12,455706.84,635,12,Part-time,Business,Mortgage,0.592,2,180,24.29,Approved,2018-03-23,5.87,6471.59,3831.18,0.18,0,3
732345760,53,Male,Married,High School,19737.02,267009.74,503,18,Full-time,Home,Mortgage,0.673,1,48,14.11,Approved,2021-06-23,13.53,1644.75,1106.92,0.34,0,6
126787512,40,Male,Divorced,Bachelor,59465.42,179957.87,671,9,Part-time,Car,Mortgage,0.308,1,360,23.89,Approved,2024-11-27,3.03,4955.45,1526.28,0.22,0,11
910978977,37,Male,Single,PhD,49019.67,183002.13,790,34,Full-time,Home,Rent,0.62,4,60,7.35,Approved,2018-07-29,3.73,4084.97,2532.68,0.92,0,7
696746458,46,Male,Single,High School,39359.97,442768.76,751,28,Self-employed,Business,Mortgage,0.718,1,360,16.95,Rejected,2019-08-04,11.25,3280.0,2355.04,0.61,0,8
229902610,70,Male,Married,Diploma,19763.92,295102.74,833,33,Full-time,Education,Own,0.622,3,60,5.09,Approved,2020-01-08,14.93,1646.99,1024.43,0.47,0,1
710504622,54,Male,Single,Master,37712.91,102471.63,538,7,Self-employed,Car,Rent,0.267,1,12,15.96,Approved,2020-11-11,2.72,3142.74,839.11,0.13,0,11
624474049,46,Female,Divorced,Master,69719.39,270630.95,678,23,Full-time,Education,Own,0.211,2,36,18.91,Approved,2019-04-17,3.88,5809.95,1225.9,0.5,0,4
292994402,41,Male,Married,High School,24146.65,286562.47,612,28,Full-time,Home,Mortgage,0.78,1,60,6.69,Approved,2016-03-01,11.87,2012.22,1569.53,0.68,0,3
234172985,39,Female,Married,High School,22152.49,227705.56,554,1,Full-time,Car,Rent,0.426,1,120,13.49,Approved,2020-03-18,10.28,1846.04,786.41,0.03,0,3
369689819,70,Male,Divorced,PhD,49159.84,265375.1,671,39,Full-time,Personal,Other,0.607,3,180,21.74,Approved,2024-05-01,5.4,4096.65,2486.67,0.56,0,5
124975060,39,Male,Single,Bachelor,62505.08,120590.26,624,19,Full-time,Medical,Own,0.633,4,12,4.92,Rejected,2022-12-11,1.93,5208.76,3297.15,0.49,1,12
689114690,22,Female,Single,Bachelor,38766.77,91739.27,676,23,Full-time,Car,Mortgage,0.795,0,24,23.47,Approved,2021-08-12,2.37,3230.56,2568.3,1.05,0,8
724372576,63,Female,Single,High School,59177.18,378371.82,697,28,Self-employed,Car,Mortgage,0.713,1,60,19.89,Approved,2016-09-12,6.39,4931.43,3516.11,0.44,0,9
727669142,51,Male,Single,Diploma,46944.13,288081.36,598,39,Unemployed,Home,Mortgage,0.325,1,360,22.19,Approved,2022-07-09,6.14,3912.01,1271.4,0.76,0,7
973825600,18,Female,Divorced,Bachelor,13280.67,215973.34,669,17,Full-time,Education,Mortgage,0.56,1,36,9.88,Approved,2020-10-20,16.26,1106.72,619.76,0.94,0,10
762253534,29,Female,Married,Master,26796.19,373625.44,724,17,Full-time,Business,Other,0.566,2,60,6.85,Rejected,2022-11-04,13.94,2233.02,1263.89,0.59,0,11
499528225,49,Female,Married,High School,102862.68,112391.01,717,13,Full-time,Personal,Own,0.312,0,60,15.62,Approved,2016-01-17,1.09,8571.89,2674.43,0.27,0,1
237666047,50,Female,Single,High School,48727.63,445550.82,753,27,Full-time,Education,Mortgage,0.366,2,60,24.16,Approved,2019-02-19,9.14,4060.64,1486.19,0.54,0,2
183718025,34,Female,Single,Master,15214.18,149395.37,850,17,Part-time,Business,Rent,0.553,1,240,24.58,Approved,2019-07-26,9.82,1267.85,701.12,0.5,0,7
117186966,68,Male,Single,Bachelor,53817.6,420864.19,759,21,Full-time,Home,Own,0.495,1,24,24.03,Approved,2018-09-26,7.82,4484.8,2219.98,0.31,0,9
584646305,61,Male,Married,High School,68002.46,350091.98,719,14,Part-time,Car,Rent,0.662,1,36,9.68,Rejected,2017-02-17,5.15,5666.87,3751.47,0.23,0,2
149544694,52,Female,Single,Bachelor,40507.87,221347.77,818,7,Full-time,Personal,Mortgage,0.232,1,60,18.96,Approved,2020-08-07,5.46,3375.66,783.15,0.13,0,8
904110807,23,Female,Single,Bachelor,25413.03,253631.31,653,18,Full-time,Home,Rent,0.556,0,60,14.46,Rejected,2021-03-28,9.98,2117.75,1177.47,0.78,0,3
847231144,72,Female,Married,Bachelor,16512.35,336100.94,749,4,Full-time,Home,Mortgage,0.206,1,180,3.8,Rejected,2016-06-24,20.35,1376.03,283.46,0.06,0,6
947908814,50,Female,Single,Bachelor,93200.92,472868.08,784,31,Part-time,Car,Mortgage,0.447,1,60,22.26,Rejected,2019-05-11,5.07,7766.74,3471.73,0.62,0,5
649004694,69,Male,Single,PhD,20209.36,349730.45,793,31,Full-time,Home,Own,0.398,2,180,10.6,Rejected,2016-07-14,17.31,1684.11,670.28,0.45,0,7
520833512,73,Female,Married,Master,72211.91,273306.34,770,16,Part-time,Personal,Other,0.572,1,12,11.99,Approved,2024-08-19,3.78,6017.66,3442.1,0.22,0,8
681948515,66,Female,Single,Bachelor,16397.9,458332.09,764,37,Part-time,Education,Own,0.343,2,48,21.69,Rejected,2022-06-08,27.95,1366.49,468.71,0.56,0,6
361564600,57,Female,Married,Bachelor,189728.88,38307.68,810,8,Full-time,Home,Own,0.302,2,120,20.96,Approved,2015-11-05,0.2,15810.74,4774.84,0.14,0,11
155823075,72,Male,Single,High School,14859.18,435096.31,850,10,Part-time,Home,Mortgage,0.242,1,60,17.52,Rejected,2017-07-18,29.28,1238.27,299.66,0.14,0,7
265865038,35,Male,Married,Master,37667.55,222493.88,737,20,Full-time,Personal,Own,0.068,1,180,19.81,Approved,2024-05-31,5.91,3138.96,213.45,0.57,0,5
830565221,40,Female,Married,High School,14238.02,274302.97,686,28,Full-time,Business,Other,0.178,2,60,10.28,Approved,2024-11-23,19.27,1186.5,211.2,0.7,0,11
771486728,73,Female,Divorced,High School,42048.03,378331.44,771,13,Full-time,Personal,Mortgage,0.412,0,24,19.32,Approved,2020-05-09,9.0,3504.0,1443.65,0.18,0,5
301867783,26,Male,Married,Bachelor,36244.18,207955.25,680,7,Full-time,Personal,Rent,0.61,1,48,8.94,Approved,2021-09-28,5.74,3020.35,1842.41,0.27,0,9
615540086,22,Female,Divorced,Bachelor,75932.29,459495.18,811,6,Part-time,Home,Mortgage,0.566,0,48,23.9,Approved,2018-04-21,6.05,6327.69,3581.47,0.27,0,4
391083562,22,Male,Single,PhD,28329.3,245915.63,660,4,Self-employed,Personal,Own,0.715,2,12,17.4,Approved,2021-02-05,8.68,2360.78,1687.96,0.18,0,2
599603884,47,Female,Single,Diploma,45153.14,59049.18,601,18,Full-time,Business,Own,0.79,1,60,23.61,Rejected,2023-04-08,1.31,3762.76,2972.58,0.38,0,4
487602549,44,Male,Single,Bachelor,79968.74,144019.28,702,21,Part-time,Personal,Own,0.796,1,120,7.82,Approved,2019-03-01,1.8,6664.06,5304.59,0.48,0,3
871572316,45,Female,Single,Master,31183.2,73583.58,633,39,Self-employed,Education,Other,0.662,1,360,22.33,Approved,2016-09-22,2.36,2598.6,1720.27,0.87,0,9
152800217,56,Male,Married,High School,21574.91,254403.77,681,1,Full-time,Home,Own,0.375,0,48,13.19,Approved,2022-05-12,11.79,1797.91,674.22,0.02,0,5
584883712,52,Male,Married,Bachelor,35658.35,422606.09,647,35,Part-time,Home,Own,0.249,0,24,24.68,Approved,2018-08-27,11.85,2971.53,739.91,0.67,0,8
918288936,51,Male,Single,Bachelor,109277.42,230361.85,707,33,Part-time,Home,Mortgage,0.304,0,60,17.49,Approved,2015-03-21,2.11,9106.45,2768.36,0.65,0,3
593575604,22,Male,Single,Master,215231.54,101710.34,850,35,Full-time,Business,Own,0.087,1,36,18.65,Approved,2021-09-13,0.47,17935.96,1560.43,1.59,0,9
481013192,47,Female,Married,Bachelor,30711.91,263757.86,753,8,Full-time,Personal,Mortgage,0.59,3,60,3.73,Approved,2021-03-25,8.59,2559.33,1510.0,0.17,0,3
966430118,19,Male,Married,Bachelor,58562.95,493055.75,671,32,Unemployed,Business,Own,0.616,1,240,11.1,Approved,2022-08-13,8.42,4880.25,3006.23,1.68,0,8
711811191,35,Female,Single,High School,21004.86,107060.66,759,36,Full-time,Business,Mortgage,0.188,1,360,13.07,Approved,2022-06-28,5.1,1750.4,329.08,1.03,0,6
938659163,71,Female,Married,PhD,62351.17,289737.27,660,31,Full-time,Personal,Rent,0.788,0,120,4.46,Approved,2020-09-17,4.65,5195.93,4094.39,0.44,0,9
928185934,55,Female,Divorced,High School,48500.26,495724.58,597,15,Part-time,Car,Own,0.367,1,60,20.46,Approved,2019-06-28,10.22,4041.69,1483.3,0.27,0,6
807975565,54,Male,Single,Bachelor,31084.53,98912.43,664,37,Full-time,Car,Other,0.456,0,24,18.37,Approved,2020-08-18,3.18,2590.38,1181.21,0.69,0,8
280371842,32,Female,Married,High School,28048.82,283526.16,571,34,Full-time,Car,Other,0.827,3,36,4.38,Approved,2020-02-02,10.11,2337.4,1933.03,1.06,1,2
848532867,49,Female,Single,Bachelor,32697.06,221365.96,709,30,Full-time,Business,Mortgage,0.044,0,12,16.73,Approved,2021-04-16,6.77,2724.76,119.89,0.61,0,4
933072134,60,Male,Married,High School,42740.36,90406.94,751,26,Unemployed,Home,Rent,0.054,3,180,24.31,Approved,2016-09-26,2.12,3561.7,192.33,0.43,0,9
989032645,27,Female,Single,High School,9413.17,340987.97,756,16,Full-time,Business,Mortgage,0.122,2,120,18.44,Approved,2019-10-27,36.22,784.43,95.7,0.59,0,10
362617194,31,Male,Single,Diploma,24195.71,400654.46,685,4,Full-time,Education,Own,0.692,1,120,18.53,Rejected,2017-09-16,16.56,2016.31,1395.29,0.13,0,9
946734826,42,Female,Single,Master,17435.22,314734.29,694,5,Full-time,Car,Mortgage,0.552,1,180,24.71,Rejected,2015-01-17,18.05,1452.94,802.02,0.12,0,1
390730870,26,Female,Married,Bachelor,20728.39,481583.4,391,1,Part-time,Business,Mortgage,0.385,2,12,17.8,Approved,2015-06-15,23.23,1727.37,665.04,0.04,0,6
401955480,67,Female,Divorced,Master,11941.93,326604.21,787,32,Full-time,Personal,Mortgage,0.165,0,360,9.75,Approved,2015-09-06,27.35,995.16,164.2,0.48,0,9
691909589,68,Male,Married,Master,86914.6,163067.19,766,2,Full-time,Car,Own,0.516,1,12,14.86,Rejected,2018-12-30,1.88,7242.88,3737.33,0.03,0,12
637073982,68,Male,Single,Bachelor,82529.61,272132.52,723,16,Part-time,Business,Rent,0.576,2,24,15.99,Approved,2018-12-20,3.3,6877.47,3961.42,0.24,0,12
534429339,28,Male,Married,High School,14629.57,404684.18,716,23,Full-time,Education,Rent,0.691,3,240,20.22,Approved,2022-10-29,27.66,1219.13,842.42,0.82,0,10
445471973,50,Male,Married,Bachelor,34347.64,268583.63,623,21,Full-time,Car,Own,0.511,0,360,3.59,Approved,2022-11-05,7.82,2862.3,1462.64,0.42,0,11
782268509,49,Female,Single,Bachelor,19150.91,225526.15,720,2,Full-time,Car,Mortgage,0.241,2,60,12.45,Approved,2021-11-02,11.78,1595.91,384.61,0.04,0,11
367394725,66,Female,Married,Bachelor,31994.0,327732.44,598,1,Part-time,Home,Mortgage,0.044,1,48,12.87,Approved,2024-03-24,10.24,2666.17,117.31,0.02,0,3
359981962,27,Male,Single,Bachelor,34763.34,434439.85,391,9,Unemployed,Personal,Mortgage,0.189,1,180,11.38,Approved,2022-07-02,12.5,2896.94,547.52,0.33,0,7
487315092,74,Female,Single,High School,12984.85,96936.92,683,29,Full-time,Car,Rent,0.352,3,48,19.16,Approved,2023-07-06,7.47,1082.07,380.89,0.39,0,7
505469193,31,Male,Single,High School,73500.84,424742.01,577,14,Self-employed,Personal,Own,0.018,2,180,15.79,Approved,2020-10-23,5.78,6125.07,110.25,0.45,0,10
834389378,47,Female,Single,High School,73295.85,332806.69,749,5,Full-time,Car,Own,0.136,2,360,5.42,Approved,2024-09-23,4.54,6107.99,830.69,0.11,0,9
874331551,70,Female,Single,Master,53075.41,408054.47,685,15,Full-time,Home,Own,0.36,2,360,20.94,Rejected,2015-06-25,7.69,4422.95,1592.26,0.21,0,6
451902485,26,Female,Single,High School,12132.43,265516.05,801,0,Self-employed,Home,Mortgage,0.602,0,36,9.71,Approved,2020-12-27,21.88,1011.04,608.65,0.0,0,12
987870723,25,Female,Married,High School,40658.15,462691.11,622,16,Full-time,Education,Rent,0.685,0,24,5.22,Rejected,2020-07-26,11.38,3388.18,2320.9,0.64,0,7
791965253,53,Male,Single,PhD,30180.63,230264.44,557,15,Full-time,Car,Own,0.358,2,180,23.18,Approved,2023-09-24,7.63,2515.05,900.39,0.28,0,9
938707361,74,Male,Single,Bachelor,14517.98,480240.6,815,1,Full-time,Home,Own,0.642,0,12,14.95,Rejected,2018-10-03,33.08,1209.83,776.71,0.01,0,10
869819688,60,Female,Single,PhD,40705.12,224180.99,751,0,Full-time,Car,Own,0.788,1,12,9.84,Approved,2021-01-14,5.51,3392.09,2672.97,0.0,0,1
323758998,66,Male,Married,Master,27695.73,33450.54,682,30,Self-employed,Business,Mortgage,0.244,2,48,24.13,Approved,2024-07-24,1.21,2307.98,563.15,0.45,0,7
877889820,28,Male,Single,High School,18496.16,11005.34,750,10,Full-time,Car,Own,0.735,1,180,23.74,Approved,2022-12-17,0.6,1541.35,1132.89,0.36,0,12
552715846,25,Female,Single,Bachelor,9505.83,234727.41,693,18,Full-time,Home,Mortgage,0.25,1,24,5.56,Approved,2024-12-25,24.69,792.15,198.04,0.72,0,12
187037828,64,Male,Married,Bachelor,53318.19,439455.36,570,22,Part-time,Home,Rent,0.287,0,240,18.39,Approved,2021-08-19,8.24,4443.18,1275.19,0.34,0,8
364973262,37,Female,Single,Master,29475.89,7638.8,692,36,Full-time,Home,Mortgage,0.083,0,360,14.96,Approved,2021-11-26,0.26,2456.32,203.87,0.97,0,11
210730434,56,Female,Divorced,Diploma,32256.9,316147.38,673,15,Full-time,Education,Own,0.66,0,240,16.04,Approved,2019-06-08,9.8,2688.08,1774.13,0.27,0,6
404132460,74,Male,Single,High School,11275.5,422074.08,748,38,Self-employed,Personal,Own,0.623,0,360,8.12,Approved,2022-04-18,37.43,939.62,585.38,0.51,0,4
519337187,56,Male,Single,High School,35562.2,489196.95,651,32,Full-time,Home,Own,0.636,0,12,23.05,Approved,2023-02-19,13.76,2963.52,1884.8,0.57,0,2
950706129,32,Female,Married,Master,49069.12,309695.73,611,33,Self-employed,Home,Mortgage,0.519,1,120,5.44,Rejected,2021-11-16,6.31,4089.09,2122.24,1.03,0,11
183919601,69,Female,Single,Diploma,35375.41,474254.43,666,18,Full-time,Car,Rent,0.194,0,360,3.16,Approved,2016-07-11,13.41,2947.95,571.9,0.26,0,7
229839971,53,Female,Married,High School,23600.2,282886.01,718,36,Full-time,Personal,Mortgage,0.776,1,240,11.74,Approved,2017-02-27,11.99,1966.68,1526.14,0.68,0,2
780308257,44,Female,Widowed,Master,48471.98,58382.64,567,31,Full-time,Home,Own,0.288,2,12,6.89,Approved,2021-04-24,1.2,4039.33,1163.33,0.7,0,4
182283624,73,Female,Married,Master,45182.33,355803.39,683,22,Full-time,Home,Rent,0.377,3,60,16.3,Approved,2015-05-14,7.87,3765.19,1419.48,0.3,0,5
653998861,33,Male,Married,High School,64264.8,493773.14,500,2,Full-time,Business,Own,0.328,0,180,23.22,Rejected,2023-03-23,7.68,5355.4,1756.57,0.06,0,3
751200932,26,Female,Single,Bachelor,15392.73,400779.5,809,21,Full-time,Home,Other,0.313,2,12,2.73,Approved,2021-08-14,26.04,1282.73,401.49,0.81,0,8
865817607,57,Female,Single,High School,55797.43,130067.15,760,26,Full-time,Personal,Own,0.367,1,60,15.86,Approved,2017-10-04,2.33,4649.79,1706.47,0.46,0,10
859131273,46,Male,Single,Bachelor,22036.95,28748.84,603,27,Full-time,Home,Own,0.596,2,12,14.94,Rejected,2018-11-11,1.3,1836.41,1094.5,0.59,0,11
934536857,45,Female,Married,Bachelor,50998.32,137591.0,655,4,Part-time,Home,Own,0.188,1,48,19.62,Rejected,2022-04-27,2.7,4249.86,798.97,0.09,0,4
705442370,63,Male,Single,High School,35324.75,111616.39,636,7,Unemployed,Education,Mortgage,0.844,1,180,19.02,Rejected,2017-01-11,3.16,2943.73,2484.51,0.11,0,1
858172425,21,Female,Single,High School,27023.93,47267.74,665,16,Full-time,Personal,Rent,0.799,1,36,12.87,Rejected,2024-11-27,1.75,2251.99,1799.34,0.76,0,11
322905646,37,Male,Single,Master,17873.68,140509.01,808,3,Full-time,Business,Mortgage,0.736,2,12,16.12,Approved,2018-03-05,7.86,1489.47,1096.25,0.08,0,3
761443418,56,Female,Married,Master,41702.35,167807.52,794,26,Full-time,Home,Mortgage,0.355,0,12,24.77,Approved,2017-12-07,4.02,3475.2,1233.7,0.46,0,12
101647687,31,Male,Married,Master,36004.35,425372.51,586,17,Part-time,Home,Own,0.59,0,60,21.9,Approved,2017-03-23,11.81,3000.36,1770.21,0.55,0,3
874517112,63,Female,Single,Bachelor,54681.2,384866.84,850,10,Part-time,Car,Other,0.597,1,48,13.34,Rejected,2022-11-23,7.04,4556.77,2720.39,0.16,0,11
345856207,33,Male,Married,High School,24619.09,388895.59,733,12,Full-time,Home,Mortgage,0.509,1,24,14.85,Approved,2020-06-23,15.8,2051.59,1044.26,0.36,0,6
924946030,26,Male,Married,PhD,38076.89,167970.17,707,22,Full-time,Home,Rent,0.44,2,240,21.94,Approved,2023-06-30,4.41,3173.07,1396.15,0.85,0,6
139572297,66,Male,Married,High School,93693.43,367021.18,575,38,Part-time,Home,Other,0.341,0,120,18.1,Approved,2018-01-02,3.92,7807.79,2662.46,0.58,0,1
808128422,65,Female,Divorced,Master,22432.04,162573.1,637,6,Full-time,Personal,Mortgage,0.293,2,120,2.63,Rejected,2022-03-02,7.25,1869.34,547.72,0.09,0,3
353411009,34,Female,Single,Bachelor,58464.18,163321.89,688,27,Self-employed,Home,Mortgage,0.037,3,120,14.16,Approved,2023-11-10,2.79,4872.02,180.26,0.79,0,11
867676447,39,Female,Married,High School,41091.56,443841.33,648,7,Unemployed,Medical,Rent,0.161,0,12,16.76,Rejected,2020-08-28,10.8,3424.3,551.31,0.18,0,8
509309391,23,Male,Married,Master,109870.32,404554.67,652,27,Full-time,Home,Other,0.098,6,360,5.72,Rejected,2024-08-01,3.68,9155.86,897.27,1.17,1,8
312122702,35,Female,Divorced,High School,25504.12,37392.52,559,35,Full-time,Home,Mortgage,0.064,1,240,8.99,Approved,2017-03-16,1.47,2125.34,136.02,1.0,0,3
479737147,51,Male,Single,Bachelor,47616.2,356591.96,739,35,Unemployed,Business,Rent,0.714,1,36,13.75,Approved,2019-06-25,7.49,3968.02,2833.17,0.69,0,6
971643622,73,Male,Single,High School,10352.62,396971.97,825,25,Self-employed,Home,Rent,0.012,3,48,8.52,Rejected,2022-04-06,38.35,862.72,10.35,0.34,0,4
683237511,38,Male,Divorced,Bachelor,8527.2,97426.79,709,32,Part-time,Personal,Own,0.098,2,48,18.94,Approved,2018-05-09,11.43,710.6,69.64,0.84,0,5
993585578,19,Female,Married,High School,52256.27,462118.82,658,19,Full-time,Car,Own,0.727,0,36,24.6,Approved,2023-04-13,8.84,4354.69,3165.86,1.0,0,4
726472593,24,Female,Single,High School,68014.11,69968.13,561,31,Full-time,Personal,Own,0.746,2,120,8.35,Approved,2018-10-27,1.03,5667.84,4228.21,1.29,0,10
775742728,21,Other,Divorced,Bachelor,63293.44,447428.57,590,26,Full-time,Home,Own,0.522,1,12,6.29,Approved,2018-12-07,7.07,5274.45,2753.26,1.24,0,12
715356738,68,Female,Divorced,High School,38168.8,319813.57,671,23,Full-time,Business,Mortgage,0.632,0,180,16.17,Approved,2023-12-04,8.38,3180.73,2010.22,0.34,0,12
854213182,68,Male,Married,Bachelor,22839.13,69007.44,811,23,Full-time,Home,Rent,0.183,0,180,10.95,Approved,2018-10-13,3.02,1903.26,348.3,0.34,0,10
577027247,42,Female,Single,Bachelor,73263.21,435722.29,496,15,Full-time,Car,Mortgage,0.085,0,120,10.34,Approved,2019-05-17,5.95,6105.27,518.95,0.36,0,5
963534357,23,Female,Married,High School,27483.19,451174.09,608,8,Part-time,Education,Mortgage,0.264,1,36,3.1,Approved,2021-05-26,16.42,2290.27,604.63,0.35,0,5
261806930,42,Male,Single,Bachelor,55136.84,141604.47,575,27,Self-employed,Home,Own,0.274,4,36,15.23,Rejected,2024-01-19,2.57,4594.74,1258.96,0.64,1,1
606015508,35,Female,Single,Bachelor,90397.94,291699.06,696,20,Full-time,Car,Own,0.211,4,12,4.69,Approved,2023-07-21,3.23,7533.16,1589.5,0.57,0,7
359875921,24,Female,Married,PhD,87746.29,391415.68,688,15,Full-time,Personal,Mortgage,0.397,1,24,13.29,Rejected,2017-08-31,4.46,7312.19,2902.94,0.62,0,8
132362487,28,Male,Married,Master,5548.94,242939.99,533,39,Unemployed,Business,Other,0.56,2,180,16.52,Approved,2019-08-05,43.78,462.41,258.95,1.39,0,8
564440798,55,Male,Single,PhD,21359.42,399964.52,689,6,Part-time,Personal,Mortgage,0.495,0,120,5.96,Rejected,2019-08-01,18.73,1779.95,881.08,0.11,0,8
111000224,33,Female,Single,Master,80036.43,41029.58,598,19,Part-time,Car,Own,0.112,0,180,17.77,Rejected,2018-12-17,0.51,6669.7,747.01,0.58,0,12
